name;id;description;vendorId;link;preDefined
Huawei S3026V;1;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1', '@rel': 'self', '@op': 'GET'};true
Huawei S2403F;2;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/2', '@rel': 'self', '@op': 'GET'};true
Huawei NetEngine 16E/08E/05;3;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/3', '@rel': 'self', '@op': 'GET'};true
Huawei NetEngine 20;4;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/4', '@rel': 'self', '@op': 'GET'};true
Huawei NetEngine 40;5;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/5', '@rel': 'self', '@op': 'GET'};true
Huawei NetEngine 80;6;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/6', '@rel': 'self', '@op': 'GET'};true
Huawei NetEngine 5000;7;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/7', '@rel': 'self', '@op': 'GET'};true
Huawei NetEngine 5000E;8;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/8', '@rel': 'self', '@op': 'GET'};true
Huawei Eudemon;9;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/9', '@rel': 'self', '@op': 'GET'};true
Huawei S8000;10;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/10', '@rel': 'self', '@op': 'GET'};true
Huawei MA5200;11;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/11', '@rel': 'self', '@op': 'GET'};true
Huawei AP;12;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/12', '@rel': 'self', '@op': 'GET'};true
Huawei R1600;13;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/13', '@rel': 'self', '@op': 'GET'};true
Huawei R1760;14;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/14', '@rel': 'self', '@op': 'GET'};true
Huawei R2500E;15;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/15', '@rel': 'self', '@op': 'GET'};true
Huawei R2610;16;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/16', '@rel': 'self', '@op': 'GET'};true
Huawei R2620;17;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/17', '@rel': 'self', '@op': 'GET'};true
Huawei R2630E;18;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/18', '@rel': 'self', '@op': 'GET'};true
Huawei R3600E;19;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/19', '@rel': 'self', '@op': 'GET'};true
Huawei R3680E-RPS;20;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/20', '@rel': 'self', '@op': 'GET'};true
Huawei AR18-1X;21;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/21', '@rel': 'self', '@op': 'GET'};true
Huawei AR18-20/30;22;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/22', '@rel': 'self', '@op': 'GET'};true
AR18-50;23;not referenced;8;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/23', '@rel': 'self', '@op': 'GET'};true
Huawei AR28-09;24;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/24', '@rel': 'self', '@op': 'GET'};true
Huawei AR28-09B;25;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/25', '@rel': 'self', '@op': 'GET'};true
Huawei AR28-10;26;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/26', '@rel': 'self', '@op': 'GET'};true
Huawei AR28-30;27;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/27', '@rel': 'self', '@op': 'GET'};true
Huawei AR28-40/80;28;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/28', '@rel': 'self', '@op': 'GET'};true
Huawei AR46;29;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/29', '@rel': 'self', '@op': 'GET'};true
Huawei VG 10-40/41;30;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/30', '@rel': 'self', '@op': 'GET'};true
Huawei XE 200/2000;31;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/31', '@rel': 'self', '@op': 'GET'};true
Huawei SecPath;32;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/32', '@rel': 'self', '@op': 'GET'};true
Huawei iSPath;33;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/33', '@rel': 'self', '@op': 'GET'};true
H3C S2000B;34;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/34', '@rel': 'self', '@op': 'GET'};true
Huawei S2000;35;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/35', '@rel': 'self', '@op': 'GET'};true
Huawei S2000-EI;36;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/36', '@rel': 'self', '@op': 'GET'};true
Huawei S2000C;37;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/37', '@rel': 'self', '@op': 'GET'};true
S2026 SI;38;not referenced;8;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/38', '@rel': 'self', '@op': 'GET'};true
Huawei S3000 SI;39;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/39', '@rel': 'self', '@op': 'GET'};true
Huawei S3026C-PWR;40;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/40', '@rel': 'self', '@op': 'GET'};true
Huawei S3000;41;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/41', '@rel': 'self', '@op': 'GET'};true
Huawei E;42;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/42', '@rel': 'self', '@op': 'GET'};true
Huawei E-FE;43;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/43', '@rel': 'self', '@op': 'GET'};true
Huawei S3026F;44;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/44', '@rel': 'self', '@op': 'GET'};true
Huawei S3526;45;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/45', '@rel': 'self', '@op': 'GET'};true
Huawei S3500;46;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/46', '@rel': 'self', '@op': 'GET'};true
Huawei S3900;47;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/47', '@rel': 'self', '@op': 'GET'};true
Huawei S5000;48;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/48', '@rel': 'self', '@op': 'GET'};true
Huawei S5600;49;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/49', '@rel': 'self', '@op': 'GET'};true
Huawei S5500;50;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/50', '@rel': 'self', '@op': 'GET'};true
Huawei S6500;51;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/51', '@rel': 'self', '@op': 'GET'};true
Huawei S8500;52;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/52', '@rel': 'self', '@op': 'GET'};true
Huawei SR8800;53;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/53', '@rel': 'self', '@op': 'GET'};true
MicroSoft/Windows Unknown Series;54;MicroSoft/Windows Product Series;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/54', '@rel': 'self', '@op': 'GET'};true
Cisco Series;55;;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/55', '@rel': 'self', '@op': 'GET'};true
3Com Unknown Series;56;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/56', '@rel': 'self', '@op': 'GET'};true
Huawei Unknown Series;57;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/57', '@rel': 'self', '@op': 'GET'};true
Sun Unknown Series;58;Sun Product Series;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/58', '@rel': 'self', '@op': 'GET'};true
HP Unknown Series;59;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/59', '@rel': 'self', '@op': 'GET'};true
SNMP;60;;8;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/60', '@rel': 'self', '@op': 'GET'};true
Unknown;61;;8;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/61', '@rel': 'self', '@op': 'GET'};true
ICMP;62;;8;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/62', '@rel': 'self', '@op': 'GET'};true
Linux Series;63;;9;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/63', '@rel': 'self', '@op': 'GET'};true
IBM Series;64;;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/64', '@rel': 'self', '@op': 'GET'};true
H3C SecEngine;65;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/65', '@rel': 'self', '@op': 'GET'};true
SunOS;66;Sun Product Series;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/66', '@rel': 'self', '@op': 'GET'};true
Sun Solaris;67;Sun Product Series;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/67', '@rel': 'self', '@op': 'GET'};true
Huawei S2403H;68;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/68', '@rel': 'self', '@op': 'GET'};true
Huawei S3026;69;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/69', '@rel': 'self', '@op': 'GET'};true
Huawei SecEngineD;70;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/70', '@rel': 'self', '@op': 'GET'};true
MP Series;71;;11;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/71', '@rel': 'self', '@op': 'GET'};true
IX5000;72;not referenced;8;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/72', '@rel': 'self', '@op': 'GET'};true
H3C UPS;73;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/73', '@rel': 'self', '@op': 'GET'};true
IX1000;74;not referenced;8;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/74', '@rel': 'self', '@op': 'GET'};true
Huawei S3100;75;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/75', '@rel': 'self', '@op': 'GET'};true
Huawei AR49;76;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/76', '@rel': 'self', '@op': 'GET'};true
Huawei AR29;77;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/77', '@rel': 'self', '@op': 'GET'};true
Huawei AR19;78;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/78', '@rel': 'self', '@op': 'GET'};true
Huawei S2000-HI;79;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/79', '@rel': 'self', '@op': 'GET'};true
Marconi MNR18-1X;80;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/80', '@rel': 'self', '@op': 'GET'};true
Marconi MNR18-20/30;81;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/81', '@rel': 'self', '@op': 'GET'};true
Marconi MNR28-09;82;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/82', '@rel': 'self', '@op': 'GET'};true
Marconi MNR28-10;83;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/83', '@rel': 'self', '@op': 'GET'};true
Marconi MNR28-30;84;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/84', '@rel': 'self', '@op': 'GET'};true
Marconi MNR28-40/80;85;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/85', '@rel': 'self', '@op': 'GET'};true
Marconi MNR46;86;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/86', '@rel': 'self', '@op': 'GET'};true
Marconi MNE6500;87;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/87', '@rel': 'self', '@op': 'GET'};true
Marconi MNE8500;88;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/88', '@rel': 'self', '@op': 'GET'};true
Marconi MNE3500;89;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/89', '@rel': 'self', '@op': 'GET'};true
Marconi MNE3900;90;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/90', '@rel': 'self', '@op': 'GET'};true
S3300;91;not referenced;8;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/91', '@rel': 'self', '@op': 'GET'};true
Marconi MNE5600;92;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/92', '@rel': 'self', '@op': 'GET'};true
H3C AR28;93;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/93', '@rel': 'self', '@op': 'GET'};true
H3C MSR20;94;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/94', '@rel': 'self', '@op': 'GET'};true
H3C MSR30;95;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/95', '@rel': 'self', '@op': 'GET'};true
H3C MSR50;96;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/96', '@rel': 'self', '@op': 'GET'};true
H3C AR18-2x;97;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/97', '@rel': 'self', '@op': 'GET'};true
H3C AR18-3x;98;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/98', '@rel': 'self', '@op': 'GET'};true
H3C AR18-6x;99;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/99', '@rel': 'self', '@op': 'GET'};true
H3C VG 10-40/41;100;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/100', '@rel': 'self', '@op': 'GET'};true
H3C XE Voice Server;101;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/101', '@rel': 'self', '@op': 'GET'};true
H3C SECPATH FIREWALL;102;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/102', '@rel': 'self', '@op': 'GET'};true
H3C SECPATH VPN;103;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/103', '@rel': 'self', '@op': 'GET'};true
H3C SECPATH TOP END FIREWALL;104;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/104', '@rel': 'self', '@op': 'GET'};true
H3C Secpoint Client Software;105;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/105', '@rel': 'self', '@op': 'GET'};true
H3C S5500-EI;106;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/106', '@rel': 'self', '@op': 'GET'};true
H3C S5500-SI;107;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/107', '@rel': 'self', '@op': 'GET'};true
H3C S5510;108;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/108', '@rel': 'self', '@op': 'GET'};true
H3C S3610;109;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/109', '@rel': 'self', '@op': 'GET'};true
H3C S3100-SI;110;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/110', '@rel': 'self', '@op': 'GET'};true
H3C S5100-EI;111;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/111', '@rel': 'self', '@op': 'GET'};true
H3C S3600-SI;112;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/112', '@rel': 'self', '@op': 'GET'};true
H3C S5600;113;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/113', '@rel': 'self', '@op': 'GET'};true
H3C S3600-HI;114;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/114', '@rel': 'self', '@op': 'GET'};true
H3C S7500;115;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/115', '@rel': 'self', '@op': 'GET'};true
H3C SR8800;116;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/116', '@rel': 'self', '@op': 'GET'};true
H3C LOW END STORAGE;117;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/117', '@rel': 'self', '@op': 'GET'};true
H3C MID RANGE AND HIGH END STORAGE;118;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/118', '@rel': 'self', '@op': 'GET'};true
H3C SOHO Switch;119;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/119', '@rel': 'self', '@op': 'GET'};true
H3C Unknown Series;120;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/120', '@rel': 'self', '@op': 'GET'};true
H3C E;121;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/121', '@rel': 'self', '@op': 'GET'};true
H3C AR46;122;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/122', '@rel': 'self', '@op': 'GET'};true
H3C S2000C;123;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/123', '@rel': 'self', '@op': 'GET'};true
H3C S9500;124;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/124', '@rel': 'self', '@op': 'GET'};true
H3C S3600-EI;125;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/125', '@rel': 'self', '@op': 'GET'};true
Huawei DR814;126;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/126', '@rel': 'self', '@op': 'GET'};true
Huawei WDR854;127;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/127', '@rel': 'self', '@op': 'GET'};true
Huawei VDR824;128;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/128', '@rel': 'self', '@op': 'GET'};true
3Com Router;129;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/129', '@rel': 'self', '@op': 'GET'};true
3Com S7700;130;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/130', '@rel': 'self', '@op': 'GET'};true
3Com S7750;131;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/131', '@rel': 'self', '@op': 'GET'};true
3Com S8800;132;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/132', '@rel': 'self', '@op': 'GET'};true
3Com S5500G;133;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/133', '@rel': 'self', '@op': 'GET'};true
3Com S5500;134;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/134', '@rel': 'self', '@op': 'GET'};true
3Com S4500;135;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/135', '@rel': 'self', '@op': 'GET'};true
3Com S4500G;136;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/136', '@rel': 'self', '@op': 'GET'};true
3Com S4200G;137;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/137', '@rel': 'self', '@op': 'GET'};true
3Com Superstack;138;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/138', '@rel': 'self', '@op': 'GET'};true
H3C SOHO Aolynk;139;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/139', '@rel': 'self', '@op': 'GET'};true
Huawei VG 80-20;140;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/140', '@rel': 'self', '@op': 'GET'};true
Huawei VG 20-08L;141;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/141', '@rel': 'self', '@op': 'GET'};true
Huawei VG 21-08;142;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/142', '@rel': 'self', '@op': 'GET'};true
Huawei VG 20-16/32;143;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/143', '@rel': 'self', '@op': 'GET'};true
Huawei VG 31-08;144;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/144', '@rel': 'self', '@op': 'GET'};true
Huawei VG 10-10/11;145;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/145', '@rel': 'self', '@op': 'GET'};true
H3C VG 80-20;146;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/146', '@rel': 'self', '@op': 'GET'};true
H3C VG 20-16/32;147;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/147', '@rel': 'self', '@op': 'GET'};true
H3C VG 21-08;148;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/148', '@rel': 'self', '@op': 'GET'};true
H3C VG 31-08;150;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/150', '@rel': 'self', '@op': 'GET'};true
H3C VG 10-10/11;151;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/151', '@rel': 'self', '@op': 'GET'};true
H3C S5100-SI;152;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/152', '@rel': 'self', '@op': 'GET'};true
Huawei VDR744;153;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/153', '@rel': 'self', '@op': 'GET'};true
Huawei DR744;154;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/154', '@rel': 'self', '@op': 'GET'};true
H3C S3152-E;155;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/155', '@rel': 'self', '@op': 'GET'};true
H3C S2100;156;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/156', '@rel': 'self', '@op': 'GET'};true
H3C S3100-EI;157;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/157', '@rel': 'self', '@op': 'GET'};true
Huawei S2000-EA;158;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/158', '@rel': 'self', '@op': 'GET'};true
Huawei S2000-MI;159;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/159', '@rel': 'self', '@op': 'GET'};true
H3C VG 80-21;160;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/160', '@rel': 'self', '@op': 'GET'};true
H3C VG 80-80;161;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/161', '@rel': 'self', '@op': 'GET'};true
H3C WX5000;162;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/162', '@rel': 'self', '@op': 'GET'};true
H3C S7500E;163;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/163', '@rel': 'self', '@op': 'GET'};true
Huaan SecChannel 1000;164;Huaan Product Series;13;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/164', '@rel': 'self', '@op': 'GET'};true
Huawei S3500-EA;165;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/165', '@rel': 'self', '@op': 'GET'};true
Huawei S5100-EI;167;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/167', '@rel': 'self', '@op': 'GET'};true
Huawei S7800;168;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/168', '@rel': 'self', '@op': 'GET'};true
Huawei S6900;169;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/169', '@rel': 'self', '@op': 'GET'};true
3Com S4210;170;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/170', '@rel': 'self', '@op': 'GET'};true
Huaan Unknown Series;171;Huaan Product Series;13;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/171', '@rel': 'self', '@op': 'GET'};true
3Com OSR37;172;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/172', '@rel': 'self', '@op': 'GET'};true
3Com OSR57;173;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/173', '@rel': 'self', '@op': 'GET'};true
3Com OSR67;174;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/174', '@rel': 'self', '@op': 'GET'};true
3Com IntelliJacks Switches;175;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/175', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack 2 S1100;176;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/176', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack 3 S3200;177;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/177', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack 3 S3800;178;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/178', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack 3 S40X0;179;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/179', '@rel': 'self', '@op': 'GET'};true
3Com S4007;180;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/180', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack 3 S4900;181;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/181', '@rel': 'self', '@op': 'GET'};true
3Com CoreBuilder 9000;182;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/182', '@rel': 'self', '@op': 'GET'};true
3Com Wireless LAN Access Points;183;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/183', '@rel': 'self', '@op': 'GET'};true
