name;id;description;vendorId;link;preDefined
Emulex Terminal Servers;871;Emulex Terminal Servers;17;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/871', '@rel': 'self', '@op': 'GET'};true
Engage Communication;872;Engage Communication;103;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/872', '@rel': 'self', '@op': 'GET'};true
Engage Communication IP Express;873;Engage Communication IP Express;103;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/873', '@rel': 'self', '@op': 'GET'};true
Enterasys;874;Enterasys;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/874', '@rel': 'self', '@op': 'GET'};true
Enterasys ELS;875;Enterasys ELS;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/875', '@rel': 'self', '@op': 'GET'};true
Enterasys ESX Switches;876;Enterasys ESX Switches;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/876', '@rel': 'self', '@op': 'GET'};true
Enterasys Fast Ethernet Stackable Hubs;877;Enterasys Fast Ethernet Stackable Hubs;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/877', '@rel': 'self', '@op': 'GET'};true
Enterasys Intelligent Remote Office Token Ring Hubs;878;Enterasys Intelligent Remote Office Token Ring Hubs;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/878', '@rel': 'self', '@op': 'GET'};true
Enterasys Intelligent Stackable Ethernet Hub;879;Enterasys Intelligent Stackable Ethernet Hub;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/879', '@rel': 'self', '@op': 'GET'};true
Enterasys Matrix Routers;880;Enterasys Matrix Routers;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/880', '@rel': 'self', '@op': 'GET'};true
Enterasys Matrix Switches;881;Enterasys Matrix Switches;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/881', '@rel': 'self', '@op': 'GET'};true
Enterasys MicroMMAC Ethernet Hubs;882;Enterasys MicroMMAC Ethernet Hubs;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/882', '@rel': 'self', '@op': 'GET'};true
Enterasys MRXI Hubs;883;Enterasys MRXI Hubs;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/883', '@rel': 'self', '@op': 'GET'};true
Enterasys Multi Media Access Center Hub;884;Enterasys Multi Media Access Center Hub;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/884', '@rel': 'self', '@op': 'GET'};true
Enterasys NBR Series Multiport Ethernet Switches;885;Enterasys NBR Series Multiport Ethernet Switches;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/885', '@rel': 'self', '@op': 'GET'};true
Enterasys Nonintelligent Stackable Ethernet Hub;886;Enterasys Nonintelligent Stackable Ethernet Hub;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/886', '@rel': 'self', '@op': 'GET'};true
Enterasys RoamAbout Wireless Switches;887;Enterasys RoamAbout Wireless Switches;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/887', '@rel': 'self', '@op': 'GET'};true
Enterasys Routers;888;Enterasys Routers;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/888', '@rel': 'self', '@op': 'GET'};true
Enterasys SecureStack Switches;889;Enterasys SecureStack Switches;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/889', '@rel': 'self', '@op': 'GET'};true
Enterasys Security Router XSR Series;890;Enterasys Security Router XSR Series;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/890', '@rel': 'self', '@op': 'GET'};true
Enterasys Smart Switch 6000;891;Enterasys Smart Switch 6000;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/891', '@rel': 'self', '@op': 'GET'};true
Enterasys Smart Switch 9000;892;Enterasys Smart Switch 9000;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/892', '@rel': 'self', '@op': 'GET'};true
Enterasys Smart Switch Routers;893;Enterasys Smart Switch Routers;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/893', '@rel': 'self', '@op': 'GET'};true
Enterasys Switches;894;Enterasys Switches;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/894', '@rel': 'self', '@op': 'GET'};true
Enterasys Vertical Horizon;895;Enterasys Vertical Horizon;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/895', '@rel': 'self', '@op': 'GET'};true
Enterasys X-Pedition;896;Enterasys X-Pedition;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/896', '@rel': 'self', '@op': 'GET'};true
Epson;897;Epson;104;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/897', '@rel': 'self', '@op': 'GET'};true
Equinox Systems;898;Equinox Systems;105;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/898', '@rel': 'self', '@op': 'GET'};true
Equinox Systems ELS Terminal Servers;899;Equinox Systems ELS Terminal Servers;105;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/899', '@rel': 'self', '@op': 'GET'};true
Equinox Systems Ethernet Serial Provider (ESP) Serial Hubs;900;Equinox Systems Ethernet Serial Provider (ESP) Serial Hubs;105;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/900', '@rel': 'self', '@op': 'GET'};true
Ericsson;901;Ericsson;106;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/901', '@rel': 'self', '@op': 'GET'};true
Ericsson Branch Office Bridge/Router;902;Ericsson Branch Office Bridge/Router;106;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/902', '@rel': 'self', '@op': 'GET'};true
Ericsson Branch Office Routers;903;Ericsson Branch Office Routers;106;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/903', '@rel': 'self', '@op': 'GET'};true
Ericsson Bridge/Router;904;Ericsson Bridge/Router;106;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/904', '@rel': 'self', '@op': 'GET'};true
Ericsson Integrated Access Platform;905;Ericsson Integrated Access Platform;106;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/905', '@rel': 'self', '@op': 'GET'};true
Ericsson Multiprotocol Bridge/Router;906;Ericsson Multiprotocol Bridge/Router;106;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/906', '@rel': 'self', '@op': 'GET'};true
Ericsson Small Office Routers;907;Ericsson Small Office Routers;106;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/907', '@rel': 'self', '@op': 'GET'};true
Extended Systems;908;Extended Systems;107;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/908', '@rel': 'self', '@op': 'GET'};true
Extended Systems ExtendNet Printer Servers;909;Extended Systems ExtendNet Printer Servers;107;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/909', '@rel': 'self', '@op': 'GET'};true
Extreme Alpine Series;910;Extreme Alpine Series;28;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/910', '@rel': 'self', '@op': 'GET'};true
Extreme Black Diamond Series;911;Extreme Black Diamond Series;28;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/911', '@rel': 'self', '@op': 'GET'};true
Extreme Summit Series;912;Extreme Summit Series;28;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/912', '@rel': 'self', '@op': 'GET'};true
Extreme Switches;913;Extreme Switches;28;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/913', '@rel': 'self', '@op': 'GET'};true
F5 BIG-IP Application Delivery Controllers;914;F5 Load Balancers;108;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/914', '@rel': 'self', '@op': 'GET'};true
Farallon Computing;915;Farallon Computing;109;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/915', '@rel': 'self', '@op': 'GET'};true
Farallon Computing Netopia Series;916;Farallon Computing Netopia Series;109;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/916', '@rel': 'self', '@op': 'GET'};true
Fibronics;917;Fibronics;110;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/917', '@rel': 'self', '@op': 'GET'};true
Fibronics Routers;918;Fibronics Routers;110;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/918', '@rel': 'self', '@op': 'GET'};true
FlowPoint;919;FlowPoint;111;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/919', '@rel': 'self', '@op': 'GET'};true
FlowPoint 2200 Series Routers;920;FlowPoint 2200 Series Routers;111;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/920', '@rel': 'self', '@op': 'GET'};true
FlowPoint SmartSwitch Routers;921;FlowPoint SmartSwitch Routers;111;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/921', '@rel': 'self', '@op': 'GET'};true
Fluke Networks;922;Fluke Networks;112;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/922', '@rel': 'self', '@op': 'GET'};true
Fluke Networks OptiView Network Analyzers;923;Fluke Networks OptiView Network Analyzers;112;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/923', '@rel': 'self', '@op': 'GET'};true
Fortinet;924;Fortinet;38;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/924', '@rel': 'self', '@op': 'GET'};true
Fortinet Firewalls;925;Fortinet Firewalls;38;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/925', '@rel': 'self', '@op': 'GET'};true
Foundry IronPoint;926;Foundry IronPoint;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/926', '@rel': 'self', '@op': 'GET'};true
Foundry IronPoint Mobility Controllers;927;Foundry IronPoint Mobility Controllers;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/927', '@rel': 'self', '@op': 'GET'};true
Foundry Networks;928;Foundry Networks;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/928', '@rel': 'self', '@op': 'GET'};true
Foundry Networks BigIron;929;Foundry Networks BigIron;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/929', '@rel': 'self', '@op': 'GET'};true
Foundry Networks EdgeIron;930;Foundry Networks EdgeIron;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/930', '@rel': 'self', '@op': 'GET'};true
Foundry Networks FastIron;931;Foundry Networks FastIron;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/931', '@rel': 'self', '@op': 'GET'};true
Foundry Networks FastIron Edge Switch;932;Foundry Networks FastIron Edge Switch;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/932', '@rel': 'self', '@op': 'GET'};true
Foundry Networks FastIron Edge X Series;933;Foundry Networks FastIron Edge X Series;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/933', '@rel': 'self', '@op': 'GET'};true
Foundry Networks FastIron SuperX Series;934;Foundry Networks FastIron SuperX Series;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/934', '@rel': 'self', '@op': 'GET'};true
Foundry Networks FastIron Workgroup X Series;935;Foundry Networks FastIron Workgroup X Series;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/935', '@rel': 'self', '@op': 'GET'};true
Foundry Networks NetIron;936;Foundry Networks NetIron;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/936', '@rel': 'self', '@op': 'GET'};true
Foundry Networks ServerIron;937;Foundry Networks ServerIron;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/937', '@rel': 'self', '@op': 'GET'};true
Foundry Networks TurboIron;938;Foundry Networks TurboIron;36;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/938', '@rel': 'self', '@op': 'GET'};true
Fuji Xerox;939;Fuji Xerox;113;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/939', '@rel': 'self', '@op': 'GET'};true
Fuji Xerox DocuColor;940;Fuji Xerox DocuColor;113;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/940', '@rel': 'self', '@op': 'GET'};true
Fuji Xerox Document Centre;941;Fuji Xerox Document Centre;113;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/941', '@rel': 'self', '@op': 'GET'};true
Fuji Xerox DocuPrint;942;Fuji Xerox DocuPrint;113;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/942', '@rel': 'self', '@op': 'GET'};true
Fuji Xerox WorkCentre;943;Fuji Xerox WorkCentre;113;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/943', '@rel': 'self', '@op': 'GET'};true
Fuji Xerox WorkCentre Pro;944;Fuji Xerox WorkCentre Pro;113;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/944', '@rel': 'self', '@op': 'GET'};true
Fujitsu;945;Fujitsu;114;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/945', '@rel': 'self', '@op': 'GET'};true
Fujitsu LinkRelay Series;946;Fujitsu LinkRelay Series;114;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/946', '@rel': 'self', '@op': 'GET'};true
Fujitsu Remote LinkRelay Series;947;Fujitsu Remote LinkRelay Series;114;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/947', '@rel': 'self', '@op': 'GET'};true
Fujitsu Repeater HUB Series;948;Fujitsu Repeater HUB Series;114;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/948', '@rel': 'self', '@op': 'GET'};true
Fujitsu Switching HUB Series;949;Fujitsu Switching HUB Series;114;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/949', '@rel': 'self', '@op': 'GET'};true
Groupe Schneider;950;Groupe Schneider;116;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/950', '@rel': 'self', '@op': 'GET'};true
HanA Systems;951;HanA Systems;117;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/951', '@rel': 'self', '@op': 'GET'};true
HanA Systems Routers;952;HanA Systems Routers;117;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/952', '@rel': 'self', '@op': 'GET'};true
HanA Systems Switches;953;HanA Systems Switches;117;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/953', '@rel': 'self', '@op': 'GET'};true
Hirschmann EAGLE;954;Hirschmann EAGLE;118;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/954', '@rel': 'self', '@op': 'GET'};true
Hirschmann Electronics;955;Hirschmann Electronics;118;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/955', '@rel': 'self', '@op': 'GET'};true
Hirschmann MACH;956;Hirschmann MACH;118;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/956', '@rel': 'self', '@op': 'GET'};true
Hirschmann MACH 3000;957;Hirschmann MACH 3000;118;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/957', '@rel': 'self', '@op': 'GET'};true
Hirschmann MACH 4000;958;Hirschmann MACH 4000;118;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/958', '@rel': 'self', '@op': 'GET'};true
Hirschmann MICE;959;Hirschmann MICE;118;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/959', '@rel': 'self', '@op': 'GET'};true
Hirschmann MSR;960;Hirschmann MSR;118;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/960', '@rel': 'self', '@op': 'GET'};true
Hirschmann OCTOPUS;961;Hirschmann OCTOPUS;118;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/961', '@rel': 'self', '@op': 'GET'};true
Hirschmann RS;962;Hirschmann RS;118;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/962', '@rel': 'self', '@op': 'GET'};true
Hirschmann RSR;963;Hirschmann RSR;118;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/963', '@rel': 'self', '@op': 'GET'};true
Hitachi;964;Hitachi;119;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/964', '@rel': 'self', '@op': 'GET'};true
Hitachi Agents;965;Hitachi Agents;119;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/965', '@rel': 'self', '@op': 'GET'};true
Hitachi AIX Agent;966;Hitachi AIX Agent;119;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/966', '@rel': 'self', '@op': 'GET'};true
Hitachi GR2000 Gigabit Router Series;967;Hitachi GR2000 Gigabit Router Series;119;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/967', '@rel': 'self', '@op': 'GET'};true
Hitachi GR4000 Gigabit Router Series;968;Hitachi GR4000 Gigabit Router Series;119;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/968', '@rel': 'self', '@op': 'GET'};true
Hitachi GS3000 Gigabit Switch Series;969;Hitachi GS3000 Gigabit Switch Series;119;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/969', '@rel': 'self', '@op': 'GET'};true
Hitachi GS4000 Gigabit Switch Series;970;Hitachi GS4000 Gigabit Switch Series;119;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/970', '@rel': 'self', '@op': 'GET'};true
Hitachi HPUX Agent;971;Hitachi HPUX Agent;119;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/971', '@rel': 'self', '@op': 'GET'};true
Hitachi Linux Agent;972;Hitachi Linux Agent;119;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/972', '@rel': 'self', '@op': 'GET'};true
Hitachi Solaris Agent;973;Hitachi Solaris Agent;119;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/973', '@rel': 'self', '@op': 'GET'};true
Hitachi Windows Agent;974;Hitachi Windows Agent;119;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/974', '@rel': 'self', '@op': 'GET'};true
HP LAN Analyzer Agents;975;HP LAN Analyzer Agents;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/975', '@rel': 'self', '@op': 'GET'};true
Huawei Eudemon Firewalls;976;Huawei Eudemon Firewalls;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/976', '@rel': 'self', '@op': 'GET'};true
Huawei QuidWay AR Routers;977;Huawei QuidWay AR Routers;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/977', '@rel': 'self', '@op': 'GET'};true
Huawei QuidWay Merto Services Platform;978;Huawei QuidWay Merto Services Platform;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/978', '@rel': 'self', '@op': 'GET'};true
Huawei QuidWay NE Routers;979;Huawei QuidWay NE Routers;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/979', '@rel': 'self', '@op': 'GET'};true
Huawei QuidWay Switches;980;Huawei QuidWay Switches;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/980', '@rel': 'self', '@op': 'GET'};true
Hughes Electronics;981;Hughes Electronics;120;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/981', '@rel': 'self', '@op': 'GET'};true
Hughes LAN Systems;982;Hughes LAN Systems;121;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/982', '@rel': 'self', '@op': 'GET'};true
IBM;983;IBM;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/983', '@rel': 'self', '@op': 'GET'};true
IBM 2200 Router Series;984;IBM 2200 Router Series;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/984', '@rel': 'self', '@op': 'GET'};true
IBM 6400 Line Matrix Family;985;IBM 6400 Line Matrix Family;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/985', '@rel': 'self', '@op': 'GET'};true
IBM 8219 Nways Multiprotocol Switch Family;986;IBM 8219 Nways Multiprotocol Switch Family;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/986', '@rel': 'self', '@op': 'GET'};true
IBM 8270 Nways LAN Switch Family;987;IBM 8270 Nways LAN Switch Family;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/987', '@rel': 'self', '@op': 'GET'};true
IBM 8271 Nways Ethernet LAN Switches;988;IBM 8271 Nways Ethernet LAN Switches;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/988', '@rel': 'self', '@op': 'GET'};true
IBM 8272 Nways Token-Ring LAN Switch Family;989;IBM 8272 Nways Token-Ring LAN Switch Family;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/989', '@rel': 'self', '@op': 'GET'};true
IBM 8275 Ethernet Switch Family;990;IBM 8275 Ethernet Switch Family;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/990', '@rel': 'self', '@op': 'GET'};true
IBM Network Printers;991;IBM Network Printers;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/991', '@rel': 'self', '@op': 'GET'};true
IBM Nways ATM Switches;992;IBM Nways ATM Switches;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/992', '@rel': 'self', '@op': 'GET'};true
IBM Z Series Mainframes;993;IBM Z Series Mainframes;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/993', '@rel': 'self', '@op': 'GET'};true
IBM-Brocade SAN Switches;994;IBM-Brocade SAN Switches;70;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/994', '@rel': 'self', '@op': 'GET'};true
IneoQuest;995;IneoQuest;122;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/995', '@rel': 'self', '@op': 'GET'};true
Intel;996;Intel;26;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/996', '@rel': 'self', '@op': 'GET'};true
Intel Express Routers;997;Intel Express Routers;26;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/997', '@rel': 'self', '@op': 'GET'};true
Intel Express Switches;998;Intel Express Switches;26;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/998', '@rel': 'self', '@op': 'GET'};true
Intel NetportExpress Print Servers;999;Intel NetportExpress Print Servers;26;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/999', '@rel': 'self', '@op': 'GET'};true
Intel Routing Switches;1000;Intel Routing Switches;26;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1000', '@rel': 'self', '@op': 'GET'};true
Intel Standalone Switches;1001;Intel Standalone Switches;26;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1001', '@rel': 'self', '@op': 'GET'};true
Intermec Norand;1002;Intermec Norand;123;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1002', '@rel': 'self', '@op': 'GET'};true
Intermec Technologies;1003;Intermec Technologies;123;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1003', '@rel': 'self', '@op': 'GET'};true
IQ in Vision;1004;IQ in Vision;124;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1004', '@rel': 'self', '@op': 'GET'};true
Juniper E-Series Routers;1005;Juniper E-Series Routers;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1005', '@rel': 'self', '@op': 'GET'};true
Juniper EX-Series Switches;1006;Juniper EX-Series Switches;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1006', '@rel': 'self', '@op': 'GET'};true
Juniper IRM;1007;Juniper IRM;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1007', '@rel': 'self', '@op': 'GET'};true
Juniper JCS Control System;1008;Juniper JCS Control System;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1008', '@rel': 'self', '@op': 'GET'};true
Juniper J-Series Routers;1009;Juniper J-Series Routers;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1009', '@rel': 'self', '@op': 'GET'};true
Juniper M-Series Routers;1010;Juniper M-Series Routers;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1010', '@rel': 'self', '@op': 'GET'};true
Juniper MX-Series Routers;1011;Juniper MX-Series Routers;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1011', '@rel': 'self', '@op': 'GET'};true
Juniper NetScreen Firewalls;1012;Juniper NetScreen Firewalls;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1012', '@rel': 'self', '@op': 'GET'};true
Juniper Networks;1013;Juniper Networks;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1013', '@rel': 'self', '@op': 'GET'};true
Juniper SRX-Series Routers;1014;Juniper SRX-Series Routers;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1014', '@rel': 'self', '@op': 'GET'};true
Juniper SSX-Series Routers;1015;Juniper SSX-Series Routers;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1015', '@rel': 'self', '@op': 'GET'};true
Juniper T-Series Routers;1016;Juniper T-Series Routers;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1016', '@rel': 'self', '@op': 'GET'};true
Karlnet;1017;Karlnet;125;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1017', '@rel': 'self', '@op': 'GET'};true
Karlnet ORiNOCO Routers;1018;Karlnet ORiNOCO Routers;125;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1018', '@rel': 'self', '@op': 'GET'};true
Kasenna Inc.;1019;Kasenna Inc.;126;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1019', '@rel': 'self', '@op': 'GET'};true
Konica;1020;Konica;127;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1020', '@rel': 'self', '@op': 'GET'};true
Kyocera;1021;Kyocera;18;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1021', '@rel': 'self', '@op': 'GET'};true
LANCAST;1022;LANCAST;128;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1022', '@rel': 'self', '@op': 'GET'};true
LANCAST Media Converters;1023;LANCAST Media Converters;128;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1023', '@rel': 'self', '@op': 'GET'};true
LANCAST Power Supplies;1024;LANCAST Power Supplies;128;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1024', '@rel': 'self', '@op': 'GET'};true
Lantronix;1025;Lantronix;129;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1025', '@rel': 'self', '@op': 'GET'};true
Liebert Npower UPS;1026;Liebert Npower UPS;14;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1026', '@rel': 'self', '@op': 'GET'};true
Livingston Enterprises;1027;Livingston Enterprises;130;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1027', '@rel': 'self', '@op': 'GET'};true
Livingston Enterprises PortMaster;1028;Livingston Enterprises PortMaster;130;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1028', '@rel': 'self', '@op': 'GET'};true
LXE;1029;LXE;131;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1029', '@rel': 'self', '@op': 'GET'};true
Madge Networks;1030;Madge Networks;23;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1030', '@rel': 'self', '@op': 'GET'};true
Madge Networks Smart Ringswitch Family;1031;Madge Networks Smart Ringswitch Family;23;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1031', '@rel': 'self', '@op': 'GET'};true
Marconi ASX Switches;1032;Marconi ASX Switches;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1032', '@rel': 'self', '@op': 'GET'};true
Marconi Communications;1033;Marconi Communications;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1033', '@rel': 'self', '@op': 'GET'};true
Marconi ESR Switches;1034;Marconi ESR Switches;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/1034', '@rel': 'self', '@op': 'GET'};true
